0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.416999999999999886e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.416999999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02
0.000000000000000000e+00,1.416999999999999886e+02,1.200000000000000000e+02
1.416999999999999886e+02,1.416999999999999886e+02,1.200000000000000000e+02
1.416999999999999886e+02,0.000000000000000000e+00,1.200000000000000000e+02
0.000000000000000000e+00,6.747619047604990428e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.349523809521216045e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.024285714281774062e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.699047619041559898e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.373809523801501342e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.048571428561189833e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.723333333320927352e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.398095238080603053e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.072857142840395994e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.747619047601050113e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.422380952362986761e+01,0.000000000000000000e+00
0.000000000000000000e+00,8.097142857126365811e+01,0.000000000000000000e+00
0.000000000000000000e+00,8.771904761890010604e+01,0.000000000000000000e+00
0.000000000000000000e+00,9.446666666653655398e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.012142857141730019e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.079619047618093930e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.147095238094458978e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.214571428570802993e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.282047619047160083e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.349523809523604996e+02,0.000000000000000000e+00
6.747619047604990428e+00,1.416999999999999886e+02,0.000000000000000000e+00
1.349523809521216045e+01,1.416999999999999886e+02,0.000000000000000000e+00
2.024285714281774062e+01,1.416999999999999886e+02,0.000000000000000000e+00
2.699047619041559898e+01,1.416999999999999886e+02,0.000000000000000000e+00
3.373809523801501342e+01,1.416999999999999886e+02,0.000000000000000000e+00
4.048571428561189833e+01,1.416999999999999886e+02,0.000000000000000000e+00
4.723333333320927352e+01,1.416999999999999886e+02,0.000000000000000000e+00
5.398095238080603053e+01,1.416999999999999886e+02,0.000000000000000000e+00
6.072857142840395994e+01,1.416999999999999886e+02,0.000000000000000000e+00
6.747619047601050113e+01,1.416999999999999886e+02,0.000000000000000000e+00
7.422380952362986761e+01,1.416999999999999886e+02,0.000000000000000000e+00
8.097142857126365811e+01,1.416999999999999886e+02,0.000000000000000000e+00
8.771904761890010604e+01,1.416999999999999886e+02,0.000000000000000000e+00
9.446666666653655398e+01,1.416999999999999886e+02,0.000000000000000000e+00
1.012142857141730019e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.079619047618093930e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.147095238094458978e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.214571428570802993e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.282047619047160083e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.349523809523604996e+02,1.416999999999999886e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.349523809523894045e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.282047619047839078e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.214571428571718030e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.147095238095708964e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.079619047619719936e+02,0.000000000000000000e+00
1.416999999999999886e+02,1.012142857143797983e+02,0.000000000000000000e+00
1.416999999999999886e+02,9.446666666678518709e+01,0.000000000000000000e+00
1.416999999999999886e+02,8.771904761919179805e+01,0.000000000000000000e+00
1.416999999999999886e+02,8.097142857159283835e+01,0.000000000000000000e+00
1.416999999999999886e+02,7.422380952398293630e+01,0.000000000000000000e+00
1.416999999999999886e+02,6.747619047636416667e+01,0.000000000000000000e+00
1.416999999999999886e+02,6.072857142873095881e+01,0.000000000000000000e+00
1.416999999999999886e+02,5.398095238109512195e+01,0.000000000000000000e+00
1.416999999999999886e+02,4.723333333345927088e+01,0.000000000000000000e+00
1.416999999999999886e+02,4.048571428582341269e+01,0.000000000000000000e+00
1.416999999999999886e+02,3.373809523818756873e+01,0.000000000000000000e+00
1.416999999999999886e+02,2.699047619055174962e+01,0.000000000000000000e+00
1.416999999999999886e+02,2.024285714291785965e+01,0.000000000000000000e+00
1.416999999999999886e+02,1.349523809528282037e+01,0.000000000000000000e+00
1.416999999999999886e+02,6.747619047638863776e+00,0.000000000000000000e+00
1.349523809523894045e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.282047619047839078e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.214571428571718030e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.147095238095708964e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.079619047619719936e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.012142857143797983e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.446666666678518709e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.771904761919179805e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.097142857159283835e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.422380952398293630e+01,0.000000000000000000e+00,0.000000000000000000e+00
